token_level,random_seed,loss,accuracy
word_level,0,0.6386851668357849,0.64308
word_level,1,0.6291214227676392,0.6506
word_level,2,0.6432376503944397,0.63108
char_level,0,0.6727381348609924,0.58292
char_level,1,0.6648461818695068,0.6
char_level,2,0.6659329533576965,0.59676
